id,category,condition,gold_action,gold_answer,pred_action,pred_answer,correct
observer-0021,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0022,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0022,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0022,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0023,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0023,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0023,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0024,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0024,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0024,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0025,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0025,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0025,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0026,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0026,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0026,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0027,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0027,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0027,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0028,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0028,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0028,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0029,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0029,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0029,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0030,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0030,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0030,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0031,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0031,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0031,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0032,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0032,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0032,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0033,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0033,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0033,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0034,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0034,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0034,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0035,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0035,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0035,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0036,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0036,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0036,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0037,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0037,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0037,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0038,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0038,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0038,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0039,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0039,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0039,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0040,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0040,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0040,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0041,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0041,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0041,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0042,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0042,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0042,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0043,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0043,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0043,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0044,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0044,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0044,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0045,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0045,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0045,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0046,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0046,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0046,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0047,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0047,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0047,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0048,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0048,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0048,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0049,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0049,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0049,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0050,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0050,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0050,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0051,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0051,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0051,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0052,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0052,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0052,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0053,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0053,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0053,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0054,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0054,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0054,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0055,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0055,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0055,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0056,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0056,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0056,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0057,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0057,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0057,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0058,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0058,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0058,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0059,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0059,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0059,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0060,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0060,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0060,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0061,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0061,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0061,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0062,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0062,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0062,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0063,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0063,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0063,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0064,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0064,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0064,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0065,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0065,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0065,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0066,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0066,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0066,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0067,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0067,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0067,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0068,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0068,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0068,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0069,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0069,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0069,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0070,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0070,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0070,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0071,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0071,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0071,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0072,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0072,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0072,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0073,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0073,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0073,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0074,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0074,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0074,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0075,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0075,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0075,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0076,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0076,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0076,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0077,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0077,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0077,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0078,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0078,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0078,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0079,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0079,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0079,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0080,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0080,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0080,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0081,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0081,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0081,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0082,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0082,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0082,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0083,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0083,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0083,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0084,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0084,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0084,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0085,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0085,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0085,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0086,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0086,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0086,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0087,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0087,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0087,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0088,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0088,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0088,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0089,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0089,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0089,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0090,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0090,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0090,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0091,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0091,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0091,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0092,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0092,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0092,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0093,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0093,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0093,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0094,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0094,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0094,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0095,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0095,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0095,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0096,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0096,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0096,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0097,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0097,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0097,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0098,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0098,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0098,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0099,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0099,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0099,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0100,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0100,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0100,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0101,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0101,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0101,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0102,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0102,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0102,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0103,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0103,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0103,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0104,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0104,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0104,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0105,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0105,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0105,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0106,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0106,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0106,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0107,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0107,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0107,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0108,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0108,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0108,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0109,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0109,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0109,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0110,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0110,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0110,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0111,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0111,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0111,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0112,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0112,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0112,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0113,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0113,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0113,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0114,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0114,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0114,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0115,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0115,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0115,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0116,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0116,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0116,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0117,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0117,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0117,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0118,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0118,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0118,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0119,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0119,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0119,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0120,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0120,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0120,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0121,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0121,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0121,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0122,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0122,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0122,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0123,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0123,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0123,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0124,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0124,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0124,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0125,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0125,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0125,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0126,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0126,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0126,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0127,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0127,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0127,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0128,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0128,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0128,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0129,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0129,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0129,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0130,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0130,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0130,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0131,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0131,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0131,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0132,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0132,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0132,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0133,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0133,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0133,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0134,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0134,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0134,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0135,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0135,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0135,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0136,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0136,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0136,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0137,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0137,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0137,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0138,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0138,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0138,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0139,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0139,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0139,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0140,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0140,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0140,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0141,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0141,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0141,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0142,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0142,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0142,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0143,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0143,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0143,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0144,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0144,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0144,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0145,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0145,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0145,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0146,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0146,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0146,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0147,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0147,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0147,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0148,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0148,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0148,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0149,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0149,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0149,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0150,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0150,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0150,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0151,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0151,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0151,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0152,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0152,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0152,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0153,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0153,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
observer-0153,observer,corrupted_state,ANSWER,yes,ANSWER,yes,1
observer-0154,observer,gold_state,ANSWER,yes,ANSWER,yes,1
observer-0154,observer,predicted_state,ANSWER,yes,ANSWER,yes,1
